location	code	product_ean	store_name
Australia/Brisbane	AU	8122114724527	Carindale
Asia/Karachi	PK	9577029139147	Khairpur Mir’s
Asia/Bishkek	KG	5327010693745	Jalal-Abad
Africa/Lagos	NG	2524262774359	Biu
Asia/Manila	PH	0551644428618	Masbate
Europe/Berlin	DE	4885366366962	Stade
Asia/Kolkata	IN	6245513992310	Hungund
Asia/Shanghai	CN	9097780633673	Liaoyang
Africa/Accra	GH	0561555625556	Bibiani
Australia/Sydney	AU	8210504762157	Baulkham Hills
Europe/Madrid	ES	3686415575677	Gernika-Lumo
America/Los_Angeles	US	8097965347310	Kent
America/Los_Angeles	US	5992166135465	Glendale
Europe/Madrid	ES	2030015747438	San Fernando de Henares
Europe/Helsinki	FI	5756519412418	Kallio
Asia/Yekaterinburg	RU	5907291021842	Oktyabr’skiy
Africa/Tunis	TN	6567448534244	Siliana
America/Havana	CU	6078215985034	Boyeros
America/Bogota	CO	9009324765382	Andes
Asia/Kolkata	IN	4415259630865	Barpeta
Indian/Antananarivo	MG	0862741619107	Antanifotsy
Europe/Istanbul	TR	9606825298892	Edremit
America/Sao_Paulo	BR	9432051752118	Carlos Barbosa
Asia/Karachi	PK	8937749404535	Mianwali
Asia/Shanghai	CN	9977004270481	Changshu City
America/Chicago	US	5916933269207	Palestine
Asia/Tokyo	JP	1829813214751	Toyokawa
Asia/Shanghai	CN	2273902966660	Longgang
Asia/Tokyo	JP	6119675874930	Hakodate
Asia/Karachi	PK	9296148726198	Sillanwali
Asia/Jakarta	ID	6840083906851	Muncar
Africa/Luanda	AO	4734881891377	Luena
Europe/Berlin	DE	2400282617657	Gifhorn
America/Puerto_Rico	PR	6494102383347	Yauco
Asia/Shanghai	CN	7998551233349	Sishui
Europe/Zaporozhye	UA	6092853619823	Svatove
Asia/Kolkata	IN	6183511317219	Gorakhpur
America/Glace_Bay	CA	5508427982046	Sydney
Europe/Rome	IT	1631611500987	Tortona
America/Argentina/Buenos_Aires	AR	9967476136064	Barracas
America/Sao_Paulo	BR	6402663749687	Guapimirim
Europe/Warsaw	PL	7906157660964	Zgorzelec
Asia/Almaty	KZ	1168132944155	Zaysan
America/Sao_Paulo	BR	3299652214560	Imbituba
Asia/Seoul	KR	8842161150956	Eisen
Africa/Abidjan	CI	8830094538019	Lakota
Europe/Berlin	DE	0143980096448	Eppingen
Asia/Shanghai	CN	3339412602906	Ulanhot
Africa/Algiers	DZ	6430160284998	Messaad
America/New_York	US	3810735831940	Harrisburg
Australia/Sydney	AU	3207231675886	Griffith
Europe/Moscow	RU	6444128339194	Gavrilov-Yam
America/Sao_Paulo	BR	9115168891436	Carlos Barbosa
Europe/Madrid	ES	5011949249769	San Juan de Aznalfarache
Europe/Brussels	BE	7423398095176	Mouscron
Europe/Malta	MT	4817255513393	Valletta
America/New_York	US	7303371879606	Cypress Hills
America/Los_Angeles	US	1504663816989	Encinitas
Europe/Madrid	ES	7663207274372	Las Gabias
Europe/Moscow	RU	4580681166401	Malakhovka
America/Puerto_Rico	PR	7030263472545	Aguadilla
Europe/Moscow	RU	4234598859238	Buynaksk
Asia/Tokyo	JP	1187807849397	Shimotoda
Pacific/Auckland	NZ	0570560053438	Timaru
Africa/Kinshasa	CD	7482181297760	Kasangulu
Europe/Rome	IT	7921852155058	Perugia
Europe/Istanbul	TR	4352327972062	Silvan
Europe/Belgrade	RS	6498221832199	Sremska Mitrovica
Asia/Shanghai	CN	4405851589531	Yanliang
Asia/Manila	PH	3963294009951	Tupi
Europe/Brussels	BE	4299914558912	Denderleeuw
America/New_York	US	2363021021941	Gainesville
America/Guayaquil	EC	4939288607273	Milagro
America/Chicago	US	9769252069708	Greenville
Asia/Manila	PH	0037426967495	La Trinidad
Europe/Madrid	ES	8108074486323	Ferrol
Europe/London	GB	0289368114141	Great Wyrley
America/Caracas	VE	5207479099909	Tinaquillo
Europe/London	GB	3864273896329	High Wycombe
Africa/Lagos	NG	8766494494979	Biu
Asia/Kolkata	IN	8892543847479	Betamcherla
Asia/Krasnoyarsk	RU	2855146157884	Lesosibirsk
Asia/Tokyo	JP	6644209595086	Inawashiro
Asia/Kolkata	IN	7542081140853	Haldwani
Asia/Kolkata	IN	7913990517157	Malaut
Asia/Jakarta	ID	9195695197447	Wangon
Europe/Paris	FR	1320831886543	Sceaux
Asia/Kolkata	IN	5293492414409	Gorakhpur
Europe/Paris	FR	5471715451749	Cavaillon
America/New_York	US	6090785513400	Jersey City
Africa/Nairobi	KE	7082135595821	Nyahururu
Asia/Jakarta	ID	7527356418028	Ngemplak
America/Merida	MX	5398198153963	Progreso
Africa/Algiers	DZ	7485105745811	Beni Douala
Europe/Berlin	DE	8266189888200	Korschenbroich
Asia/Kolkata	IN	7382552510224	Aistala
America/New_York	US	7319771772669	Dumont
Europe/Moscow	RU	6557303153802	Stupino
America/Chicago	US	9772170489725	Palestine
Europe/Moscow	RU	1216946874455	Dyat’kovo
America/Sao_Paulo	BR	4843901350807	Sarandi
Europe/Berlin	DE	4089596737183	Schwalmtal
Asia/Jakarta	ID	0306498165949	Randudongkal
Africa/Lagos	NG	5345058754303	Ilesa
Asia/Shanghai	CN	3477797174660	Zhoucun
Asia/Tokyo	JP	9358392562400	Sasayama
Asia/Manila	PH	8758580600586	Baliuag
Europe/Berlin	DE	3098314722531	Siegburg
Europe/Paris	FR	4359312409060	Vienne
Asia/Bangkok	TH	4379283003883	Bang Ban
Asia/Kolkata	IN	2342402781582	Alwaye
Europe/Vilnius	LT	0987434011331	Alytus
America/New_York	US	9047172915481	Mechanicsville
Africa/Johannesburg	ZA	4169086696876	Vryheid
Europe/Warsaw	PL	9141895433434	Brzeg
Europe/Madrid	ES	5590417397510	Palafrugell
Europe/Berlin	DE	1696393474697	Weimar
Asia/Makassar	ID	3026448852008	Tarakan
Asia/Shanghai	CN	3142669173910	Danjiangkou
Asia/Karachi	PK	7791783158974	Hasilpur
America/Sao_Paulo	BR	9612787571164	Loanda
America/Chicago	US	7427164751228	Columbia Heights
Asia/Manila	PH	1993002867674	Tupi
America/Recife	BR	4813107929015	Cabo
Europe/Berlin	DE	9785378852093	Bensheim
Asia/Karachi	PK	8525921425234	Bhit Shah
Europe/Amsterdam	NL	6483942609663	Hoogezand
America/Bogota	CO	1290139662807	Honda
Europe/Madrid	ES	3860265697301	Novelda
Europe/Rome	IT	1231535182926	Portogruaro
Africa/Lagos	NG	3405997869277	Efon-Alaaye
Europe/Paris	FR	0710532385369	Le Chesnay
Europe/Istanbul	TR	8476781510656	Gaziantep
Africa/Douala	CM	9513460172596	Tonga
Europe/London	GB	5467662367509	Penzance
Europe/Paris	FR	2275400902942	Rueil-Malmaison
Europe/Berlin	DE	1900476541641	Weimar
Europe/Zaporozhye	UA	2244494474659	Polohy
America/Panama	PA	2776021193646	Chilibre
Europe/Warsaw	PL	1089990460048	Strzelce Opolskie
Asia/Jakarta	ID	2166593371267	Wangon
America/New_York	US	7212874623602	Middletown
America/Chicago	US	0490837420605	Rosemount
America/Port_of_Spain	TT	2546305799228	Port of Spain
Europe/Berlin	DE	4992999951813	Landshut
Europe/Berlin	DE	2903803497986	Oberhausen
Australia/Sydney	AU	8154147974754	Nowra
Asia/Tehran	IR	4575771414302	Shahre Jadide Andisheh
America/Martinique	MQ	4202239133672	Le Robert
Asia/Kolkata	IN	1283216268696	Bachhraon
Asia/Yekaterinburg	RU	2391843884994	Beryozovsky
Europe/Brussels	BE	5692528948411	Mouscron
Europe/Madrid	ES	0657962817124	Novelda
Asia/Shanghai	CN	2685460962747	Guli
Asia/Kolkata	IN	4109196607669	Pandua
America/Mexico_City	MX	9299175749420	Teziutlan
Asia/Manila	PH	2816427214573	Masbate
Asia/Kolkata	IN	0099123501211	Dalsingh Sarai
Europe/Amsterdam	NL	4359423667540	Culemborg
America/Recife	BR	2541271984623	Recife
Europe/Berlin	DE	2746171261991	Pfullingen
Europe/London	GB	9636580765407	Southsea
Asia/Manila	PH	0787425261680	Cebu City
Europe/Paris	FR	0907720386738	Marly-le-Roi
America/El_Salvador	SV	8002263716423	Ilopango
Asia/Aden	YE	8129233372035	Ataq
Europe/Berlin	DE	0616966488204	Gauting
Asia/Kolkata	IN	2820794787868	Moga
Africa/Lagos	NG	6661563331655	Ilesa
America/Chicago	US	3081971065264	Rosemount
Europe/Amsterdam	NL	5343310753859	Oldenzaal
Europe/Berlin	DE	9178877645462	Zeitz
Asia/Kuala_Lumpur	MY	3578082330409	Kulai
Asia/Kuching	MY	5325358570346	Donggongon
America/La_Paz	BO	2260435469508	Tupiza
Asia/Kolkata	IN	9656840557504	Sirsi
Australia/Sydney	AU	5203247720587	Baulkham Hills
Asia/Tehran	IR	1785857622207	Nowshahr
Europe/Moscow	RU	5847952714297	Krymsk
America/Managua	NI	4697346609965	Jinotepe
Asia/Karachi	PK	2951877859810	Kanganpur
America/Bogota	CO	2612523811377	San Carlos
Europe/Rome	IT	3505231165940	Lanciano
America/Mexico_City	MX	2736756118741	Santa Rosa Jauregui
America/New_York	US	1691308092713	Rosedale
Europe/Paris	FR	7808416010025	Lons-le-Saunier
Asia/Kolkata	IN	6160665690627	Meerut
Asia/Shanghai	CN	0014499774403	Shaowu
America/Sao_Paulo	BR	4306007757746	Imbituba
Europe/London	GB	1020134290466	Gainsborough
Europe/Kiev	UA	2498128863085	Artsyz
America/Port-au-Prince	HT	0635024844967	Croix-des-Bouquets
America/Managua	NI	9507710844968	Jinotepe
Pacific/Port_Moresby	PG	3712052744128	Mount Hagen
Asia/Kolkata	IN	5931685234396	Gariadhar
Australia/Sydney	AU	1854290236767	Strathfield
Asia/Hebron	PS	0488124028092	East Jerusalem
Asia/Kolkata	IN	6072013160273	Tiruppuvanam
Europe/Rome	IT	6085537250863	Ragusa
Europe/London	GB	2814971521697	Barnet
Europe/Warsaw	PL	5410018238664	Zgorzelec
Asia/Ulaanbaatar	MN	7147778270334	Ulan Bator
Europe/Paris	FR	7831392012851	Mitry-Mory
Europe/Paris	FR	4445104552073	Mitry-Mory
Europe/Rome	IT	4166023690140	Chiavari
Africa/Porto-Novo	BJ	6554556777090	Tchaourou
Asia/Kolkata	IN	9665072813203	Kundla
Europe/Madrid	ES	6200798550051	Gandia
Indian/Reunion	RE	4464975843042	Saint-Denis
Europe/Paris	FR	4592342292756	Les Olives
Asia/Shanghai	CN	6693400145934	Zhoushan
America/Chicago	US	5879077743456	Crystal Lake
Europe/London	GB	3615416402002	Kingston upon Hull
Africa/Mogadishu	SO	3098826391713	Kismayo
America/Los_Angeles	US	8253565518189	North Tustin
Africa/Casablanca	MA	4132546298385	Jerada
Europe/London	GB	3571982805923	Rhosllanerchrugog
Asia/Tokyo	JP	4996995813670	Yamada
Europe/Rome	IT	0422397738548	Malnate
Asia/Shanghai	CN	0627047643146	Zhuangyuan
Asia/Yekaterinburg	RU	1745190215788	Oktyabr’skiy
America/New_York	US	2479391293496	Peabody
Europe/Berlin	DE	6345772157038	Ehingen
Europe/Istanbul	TR	6469051229138	Gaziantep
America/Chicago	US	9643213766601	Brenham
Europe/Belgrade	XK	2455237292632	Glogovac
Europe/Moscow	RU	0538627307559	Likhobory
America/New_York	US	7171170952062	Collinwood
America/Santo_Domingo	DO	7589879558087	Santa Cruz de Barahona
Europe/Berlin	DE	7612355036134	Hermsdorf
Asia/Karachi	PK	2298102436553	Kot Addu
Europe/Warsaw	PL	9891008755020	Reda
America/New_York	US	9647834601099	Lebanon
Europe/Amsterdam	NL	7857327386408	Tongelre
Asia/Yekaterinburg	RU	6272275313930	Beryozovsky
America/New_York	US	6940609932347	Norwalk
Africa/Algiers	DZ	7399748552814	Boumerdas
Africa/Algiers	DZ	5969300811202	Cheraga
Europe/Warsaw	PL	0527059145020	Strzelce Opolskie
Asia/Kolkata	IN	3483535399264	Kenda
Europe/Madrid	ES	0873615967422	Las Gabias
America/Los_Angeles	US	5108544263952	Palm Desert
Africa/Kampala	UG	3444619683990	Kitgum
America/New_York	US	7512639066010	Morningside Heights
Europe/Berlin	DE	0076673700493	Trossingen
Asia/Krasnoyarsk	RU	1782031092917	Lesosibirsk
Europe/Rome	IT	0633385320977	Ventimiglia
Asia/Shanghai	CN	2272668729533	Hushitai
America/Fortaleza	BR	7069349088806	Pedro II
Europe/Moscow	RU	2750383464941	Yablonovskiy
Europe/Moscow	RU	0620307591034	Volokolamsk
Asia/Karachi	PK	6053853461140	Naushahra Virkan
Europe/Moscow	RU	7595529178352	Arzamas
Asia/Shanghai	CN	2374513675429	Guli
Europe/Rome	IT	4308350587643	Falconara Marittima
Europe/Amsterdam	NL	3105284142921	Losser
America/Chicago	US	3570948909507	Pleasant Prairie
Europe/Berlin	DE	4512499763763	Gifhorn
America/New_York	US	9741649891529	Leland
America/New_York	US	4785967728056	Lebanon
Asia/Shanghai	CN	4005172000120	Longgang
Asia/Tashkent	UZ	6422513465703	Andijon
Australia/Sydney	AU	4605870466534	Eastwood
Europe/Madrid	ES	2518069194809	Puertollano
Asia/Kolkata	IN	8355633449484	Talipparamba
Asia/Bangkok	TH	8090493240474	Bua Yai
America/Sao_Paulo	BR	0381861878763	Itabirito
Europe/London	GB	8460248036438	Viewpark
Europe/Paris	FR	7569731048512	Sceaux
America/Los_Angeles	US	8922493602382	Camarillo
America/Chicago	US	7955952175845	Columbia Heights
Australia/Sydney	AU	3279846565616	Nowra
Africa/Algiers	DZ	3193131811939	El Achir
Africa/Tunis	TN	7230386865877	Beni Khiar
Asia/Tokyo	JP	2116069580594	Ina
America/Bogota	CO	7324748924637	Socorro
Europe/Belgrade	XK	0141054844773	Glogovac
America/Los_Angeles	US	5249710373898	Aloha
Europe/Berlin	DE	4111724199423	Burscheid
Asia/Jakarta	ID	4095456864265	Ngemplak
Europe/Berlin	DE	7406212517399	Bad Honnef
Asia/Aqtobe	KZ	6032877314786	Shalqar
America/Sao_Paulo	BR	0362539099420	Artur Nogueira
Europe/Moscow	RU	2402022537645	Shushary
Europe/Istanbul	TR	1169034749022	Bergama
Asia/Karachi	PK	0482790665148	Daud Khel
America/Sao_Paulo	BR	4621424586633	Alfenas
Europe/Moscow	RU	6171739914433	Roslavl’
Europe/Istanbul	TR	6961923401579	Mudanya
Africa/Algiers	DZ	7859827397915	Thenia
Europe/Rome	IT	1251963410149	Tortona
Asia/Seoul	KR	7180362285659	Goyang-si
America/Chicago	US	9592029190455	Greenville
America/New_York	US	1907218628639	Stockbridge
Europe/Berlin	DE	0609619685990	Losheim
Europe/Moscow	RU	4311084170852	Gudermes
America/New_York	US	1300385574110	Morningside Heights
Asia/Karachi	PK	4687715132668	Bhit Shah
Africa/Casablanca	MA	7283070407730	Jerada
America/Chicago	US	5620493439788	Brenham
Asia/Bangkok	TH	5774047884323	Bua Yai
Africa/Maputo	MZ	5365100536602	Maxixe
Asia/Tokyo	JP	7392945129285	Sasayama
Africa/Dar_es_Salaam	TZ	6349684950664	Mwandiga
Europe/Paris	FR	6164835598683	Les Olives
Europe/Belgrade	RS	4283060083398	Negotin
Europe/Stockholm	SE	6266265194371	Hudiksvall
Asia/Colombo	LK	7662628993442	Dehiwala-Mount Lavinia
Africa/Niamey	NE	5035677761249	Mirriah
America/New_York	US	9859117389826	Far Rockaway
Asia/Tokyo	JP	8642369192587	Annaka
Europe/Rome	IT	3507918800762	Novara
America/Port-au-Prince	HT	8733975740955	Croix-des-Bouquets
America/Chicago	US	5800439862805	Rolla
America/Denver	US	9112499394209	Saratoga Springs
Europe/Brussels	BE	7209231819143	Denderleeuw
Asia/Manila	PH	4345542520309	Pilar
America/Detroit	US	4479967230885	Port Huron
Africa/Johannesburg	ZA	9057829746573	Standerton
Europe/Kiev	UA	9502798689869	Shepetivka
America/Chicago	US	1142426491907	Odessa
America/New_York	US	0938934398330	Lebanon
America/Chicago	US	2944801320142	Hutto
Europe/Paris	FR	1834969350611	Bron
America/Toronto	CA	1843992879310	Beaconsfield
Europe/Madrid	ES	1905862663655	Leioa
Europe/Rome	IT	6109845861204	Ariccia
America/Sao_Paulo	BR	6069348514642	Buri
Asia/Shanghai	CN	3750830241711	Changzhi
Africa/Lagos	NG	6633488939490	Argungu
America/Chicago	US	2154697534213	San Juan
Europe/Vienna	AT	2455109202561	Floridsdorf
Asia/Kolkata	IN	8877981009320	Kashipur
Europe/Amsterdam	NL	4045883069597	Losser
America/Chicago	US	1047809585382	Shreveport
America/New_York	US	2185088665780	Stockbridge
Europe/Berlin	DE	5556022605457	Nidderau
Asia/Jakarta	ID	4120417602751	Kediri
Europe/Berlin	DE	9913481116676	Stade
America/Chicago	US	5864607901291	Bourbonnais
Africa/Johannesburg	ZA	1986459377155	Vryheid
Pacific/Auckland	NZ	1723170181131	Timaru
Europe/Helsinki	FI	1704923963556	Tornio
America/Los_Angeles	US	7351655486347	Camarillo
Asia/Seoul	KR	9672533555848	Sinhyeon
Asia/Kolkata	IN	2682641889725	Parola
America/Mexico_City	MX	8799918907700	Paracho de Verduzco
Asia/Shanghai	CN	7434564985856	Xinzhou
Asia/Colombo	LK	9702287311596	Dehiwala-Mount Lavinia
America/Argentina/Tucuman	AR	4345631484512	Aguilares
America/Chicago	US	7562579597723	New City
Asia/Kolkata	IN	5804420315073	Dombivli
Pacific/Port_Moresby	PG	6720821998532	Mount Hagen
America/Matamoros	MX	7294483934935	Heroica Matamoros
Africa/Lagos	NG	2030080989436	Ilesa
Europe/Vilnius	LT	6415027951213	Alytus
Asia/Urumqi	CN	1370091857135	Hoxtolgay
America/Mexico_City	MX	1153326619117	Santa Rosa Jauregui
America/Mexico_City	MX	2821110053346	Zacoalco de Torres
America/New_York	US	4002781490106	Mechanicsville
Asia/Seoul	KR	1215358453326	Nonsan
Asia/Kuching	MY	9157317213843	Donggongon
America/Panama	PA	3159249986723	Chilibre
Indian/Antananarivo	MG	0754270710656	Ikalamavony
Asia/Kolkata	IN	3885901625166	Chamba
Europe/Paris	FR	0695093909011	Bron
Europe/Bratislava	SK	3714551538468	Skalica
Asia/Almaty	KZ	7898335255270	Zaysan
America/New_York	US	7515752990170	Sun City Center
Asia/Kolkata	IN	5009524011498	Gingee
Indian/Antananarivo	MG	2759279981500	Ikalamavony
America/Toronto	CA	1130848121700	Sainte-Catherine
America/Chicago	US	7633710911705	South Lawndale
Asia/Kolkata	IN	2694038434968	Barbil
Asia/Kuala_Lumpur	MY	9304770703194	Ulu Tiram
America/Havana	CU	8456656331647	Corralillo
America/Chicago	US	3176224256015	Shreveport
America/Sao_Paulo	BR	0954978547657	Iturama
Africa/Lagos	NG	5349806231917	Argungu
Asia/Jakarta	ID	7331481629941	Tebingtinggi
Asia/Karachi	PK	1656094569498	Jhol
Asia/Karachi	PK	7621803202403	Sangla Hill
Australia/Brisbane	AU	8347466035682	Maryborough
Asia/Tehran	IR	2823618916925	Shahre Jadide Andisheh
Asia/Kolkata	IN	7583923769672	Supaul
Asia/Baghdad	IQ	0760718174935	Karbala
Africa/Casablanca	MA	7887715132416	Azrou
Africa/Kampala	UG	7999246850063	Paidha
Africa/Dar_es_Salaam	TZ	1050617033389	Same
Europe/Paris	FR	2880850336621	Fontenay-aux-Roses
America/Sao_Paulo	BR	9540495313205	Viradouro
America/Lima	PE	6923394145802	Iquitos
Europe/London	GB	7521199552710	Exeter
Australia/Melbourne	AU	0210060705870	Wheelers Hill
Africa/Lagos	NG	5417351026682	Lagos
Europe/London	GB	7236794655338	Thetford
Europe/Paris	FR	2281908739553	Colomiers
Asia/Shanghai	CN	3456943168197	Jiangyan
Europe/London	GB	0927744895153	Lancing
America/Chicago	US	7426994742697	Estelle
Europe/Paris	FR	2504511453174	Quimper
Asia/Baku	AZ	7673085434461	Qazax
America/Los_Angeles	US	9836420814931	Redding
America/Chicago	US	9778913169497	Kaukauna
America/Los_Angeles	US	7298663807415	Watsonville
America/New_York	US	7283626992161	New Canaan
Europe/Belgrade	RS	1863412195271	Sremska Mitrovica
Europe/Berlin	DE	1207638052046	Landshut
America/Argentina/Buenos_Aires	AR	7352115439361	Barracas
America/Fortaleza	BR	9478794076555	Guaraciaba do Norte
America/Los_Angeles	US	2862342385553	Beaumont
America/Argentina/Cordoba	AR	7693276564456	Esperanza
Asia/Ulaanbaatar	MN	9513010623684	Ulan Bator
Europe/Amsterdam	NL	7561853133107	Barneveld
America/Chicago	US	9010683766989	Tupelo
America/Argentina/Buenos_Aires	AR	8269530753042	Chacabuco
America/Chicago	US	2785000617394	Columbia Heights
Asia/Jakarta	ID	2904961610125	Besuki
America/Panama	PA	1009120796632	Chilibre
Europe/Warsaw	PL	6063181341366	Reda
Asia/Yangon	MM	7082070963990	Dawei
Asia/Tokyo	JP	5974541906921	Yao
Pacific/Auckland	NZ	6072080663561	Timaru
Africa/Lagos	NG	4613360794579	Yenagoa
Europe/Copenhagen	DK	5306427684287	Frederiksberg
America/Argentina/Cordoba	AR	8704932280470	Rafaela
America/Argentina/Buenos_Aires	AR	8338960136487	Barracas
America/Denver	US	7451610313784	Carlsbad
America/Los_Angeles	US	3630826163305	Aloha
Europe/Saratov	RU	7740768512645	Privolzhskiy
Asia/Kolkata	IN	4121121740937	Jais
America/New_York	US	2129997983702	Acworth
Europe/London	GB	2999103219731	High Wycombe
Asia/Shanghai	CN	0142020332287	Nanpiao
America/New_York	US	5583003379434	Greenpoint
Africa/Douala	CM	6018452207209	Mbalmayo
Asia/Bishkek	KG	2441708800994	Jalal-Abad
Asia/Karachi	PK	4377452263885	Kot Addu
Europe/Amsterdam	NL	5659574930067	Barneveld
Europe/Vienna	AT	8016023347574	Floridsdorf
Europe/Madrid	ES	5707769705386	Talavera de la Reina
America/New_York	US	2061760694883	Dumont
Asia/Kolkata	IN	4893511296934	Kashipur
America/New_York	US	4848713694651	Gainesville
Europe/Helsinki	FI	6533135700728	Kallio
Asia/Karachi	PK	8978371110098	Daud Khel
Europe/Kiev	UA	4288504969740	Lutsk
America/Merida	MX	8330780249743	Progreso
America/New_York	US	0796582499072	Brighton Beach
Asia/Kolkata	IN	6996163433929	Kangayam
Asia/Tokyo	JP	5885900854800	Yamada
Europe/London	GB	7823741176765	Bushey
America/New_York	US	9839092423135	Pottstown
Asia/Kuala_Lumpur	MY	0604581899284	Kampung Ayer Molek
Europe/Rome	IT	5560987794422	Volla
Asia/Kuala_Lumpur	MY	5301723409299	Kulai
Europe/Madrid	ES	3794428862773	San Fernando de Henares
Europe/Istanbul	TR	8334959340064	Sungurlu
America/Havana	CU	6681110580336	Corralillo
America/Fortaleza	BR	7690287472466	Barras
Europe/London	GB	3527217766408	Blackpool
Asia/Tashkent	UZ	6926737943172	Parkent
Asia/Kolkata	IN	6359776033694	Calangute
Asia/Tokyo	JP	1155785973946	Gero
Europe/Madrid	ES	4451371955035	Jumilla
Europe/Moscow	RU	3377651524627	Nizhniy Lomov
Asia/Phnom_Penh	KH	4302012057628	Paoy Paet
Europe/Rome	IT	0978973512731	Somma Vesuviana
Europe/Moscow	RU	4914271701442	Nizhniy Lomov
America/Chicago	US	7743386132134	Brentwood Estates
America/Lima	PE	3027751852778	Yunguyo
America/Santo_Domingo	DO	5411747059940	Santa Cruz de Barahona
Asia/Tehran	IR	8904699693418	Isfahan
Europe/Berlin	DE	7966196986678	Bensheim
America/Sao_Paulo	BR	3398201141842	Artur Nogueira
Europe/London	GB	2603020805518	Penzance
Europe/London	GB	8093200465696	High Wycombe
Europe/Istanbul	TR	9550907448685	Bergama
Asia/Samarkand	UZ	4751349934261	Jizzax
Europe/Stockholm	SE	7138190613052	Hudiksvall
Asia/Tehran	IR	5846985692763	Aleshtar
Europe/London	GB	8814570664249	Westbury
Asia/Kolkata	IN	1245668935915	Deoli
Europe/Rome	IT	5601787472605	Misterbianco
America/Port_of_Spain	TT	0704328439572	Port of Spain
America/Argentina/Cordoba	AR	6675033881861	Rafaela
Europe/Lisbon	PT	6347818723849	Custoias
Europe/Zagreb	HR	7756620797136	Split
Asia/Kolkata	IN	2572503277824	Calangute
Europe/London	GB	3546164852583	Exeter
America/Sao_Paulo	BR	6365488747668	Resplendor
America/New_York	US	3806322279257	Bon Air
Europe/London	GB	8945247556960	Penzance
America/New_York	US	4164352683147	Dumont
Australia/Perth	AU	9874924583649	Willetton
America/Mexico_City	MX	8265685564175	San Lorenzo Acopilco
Asia/Shanghai	CN	4955047248051	Yingkou
Asia/Karachi	PK	6681810395872	Fazilpur
Europe/Paris	FR	5544043114478	Marseille 11
America/Managua	NI	9999333817472	Somoto
Europe/Brussels	BE	3999583439260	Temse
America/New_York	US	3934805564917	Martinsburg
Australia/Sydney	AU	2621005904513	Baulkham Hills
America/Bogota	CO	9995435763495	San Carlos
Africa/Addis_Ababa	ET	1161360584483	Arba Minch
America/Toronto	CA	1973229081848	Norfolk County
Asia/Karachi	PK	6149239904520	Khairpur Mir’s
Africa/Lagos	NG	3178225370547	Biu
Asia/Urumqi	CN	3607810525357	Hoxtolgay
America/Chicago	US	5010980450202	Pekin
America/Chicago	US	9460772851971	San Juan
Europe/Rome	IT	8832263435112	Malnate
Asia/Kolkata	IN	3920123015354	Jashpurnagar
Asia/Kolkata	IN	9401587335782	Patti
Africa/Lagos	NG	1464920335274	Biu
Europe/Rome	IT	0027767277179	Bisceglie
America/Los_Angeles	US	5468875273571	North Tustin
America/New_York	US	7523553732059	Kensington
Asia/Karachi	PK	2984784215097	Sillanwali
Asia/Kolkata	IN	6154140648456	Kundla
Africa/Nairobi	KE	5900541019507	Busia
Asia/Phnom_Penh	KH	6436178246621	Paoy Paet
Europe/Berlin	DE	8055844150130	Karben
America/New_York	US	7944525483685	Toledo
Asia/Kuala_Lumpur	MY	0205061363549	Ulu Tiram
America/New_York	US	2161552559458	Thomasville
Asia/Bangkok	TH	5289549101842	Phanat Nikhom
America/New_York	US	4601512192809	Lebanon
Africa/Algiers	DZ	8574747349170	Thenia
Europe/Paris	FR	4502835002069	Quimper
Asia/Kolkata	IN	0180174443138	Gariadhar
Europe/Berlin	DE	1863774064680	Gifhorn
America/New_York	US	4570741820299	Rosedale
Europe/Istanbul	TR	1032216010398	Mudanya
Europe/Berlin	DE	6918089926392	Verl
Europe/Warsaw	PL	0391949020953	Strzelce Opolskie
Asia/Tokyo	JP	5396510286030	Yamada
Asia/Kolkata	IN	5507486726363	Manjeri
Asia/Kolkata	IN	1602330290459	Jashpurnagar
America/Lima	PE	9186304148073	Chosica
Europe/Madrid	ES	6382719102584	Gernika-Lumo
Asia/Manila	PH	5870909517528	Masbate
America/Vancouver	CA	0628109175568	Kelowna
Asia/Hebron	PS	6196271197830	East Jerusalem
America/New_York	US	1115643161854	Toledo
Europe/London	GB	7491044741104	East Dereham
Africa/Tripoli	LY	4727182388912	Ghat
Europe/Moscow	RU	6859451340449	Roslavl’
America/Guayaquil	EC	2750420747280	Milagro
Europe/Berlin	DE	6622030146943	Wesseling
Europe/Saratov	RU	5123921462650	Privolzhskiy
America/Sao_Paulo	BR	2210352097841	Iturama
Asia/Shanghai	CN	9748327106616	Zaozhuang
Africa/Douala	CM	7271963457726	Mbalmayo
Europe/Rome	IT	6745120134023	Somma Vesuviana
America/New_York	US	1987836159074	Deltona
Europe/Kiev	UA	9724731996647	Shepetivka
America/Chicago	US	7188919374276	Crystal Lake
Europe/Paris	FR	0014250204392	Colomiers
America/Chicago	US	0198982989045	New City
Asia/Kolkata	IN	7242483535355	Rangia
Europe/Berlin	DE	3251079603273	Ehingen
Europe/Rome	IT	5728317297733	Roseto degli Abruzzi
America/Mexico_City	MX	5815718113332	Jocotepec
Africa/Algiers	DZ	5891206859296	Frenda
Asia/Aqtobe	KZ	9721723594423	Shalqar
America/Bogota	CO	9217790243147	El Copey
Africa/Dar_es_Salaam	TZ	6982821657547	Kidodi
Africa/Djibouti	DJ	8213454420894	'Ali Sabieh
