pct_scroll_move_duration	pct_click_product_info	pct_click	pct_rage_click	pct_mouse_move	wild_mouse_duration	pct_wild_mouse	session_id	scroll_move_total_rel_distance	product_ean	pct_scrandom	total_load_time	screen_height	page_activity_duration	pct_scroll_move	session_duration	pct_doubleclick	ack	session_start	user_id	mouse_move_total_rel_distance	pct_input	screen_width	browser_name	pct_mouse_click
8.83902	65.96537	10.27089	46.56024	12.61624	10.79669	62.79165	276733	10.15967	5366194215459	27.54578	4.83445	768	10.27164	33.21415	129.08987	12.84361	0.00000	2020-07-05 05:17:38	239	13.99076	0.06174	1280	edge	9.68684
8.90273	47.31947	8.54036	45.02458	15.71963	9.61117	70.71780	1913	10.74422	7126786512018	47.64003	0.16763	lower	12.85128	56.30475	228.12813	10.18923	0.00000	2023-07-21 14:59:38	375	10.41777	0.01884	800	chrome	13.01231
12.11746	33.21889	9.14921	45.71085	11.34609	9.33523	42.80868	363894	11.75974	9653731838407	60.56454	4.61609	768	11.83951	44.57460	64.06082	10.00557	1.00000	2018-09-30 10:26:30	1002	7.35156	0.01353	lower	other	12.55062
14.70446	54.37778	9.54970	53.77959	7.99772	9.69747	57.69745	550277	9.39170	7229791995439	73.18527	3.85872	1080	11.08958	34.90065	223.03333	10.49750	1.00000	2020-12-25 03:13:11	1763	9.44058	0.02111	1024	opera	14.77613
11.46681	46.40208	12.85134	48.82412	7.71573	12.40602	46.43794	859839	7.71936	4648099239077	48.22459	7.41075	lower	10.81295	39.69980	-16.30212	9.78022	1.00000	2019-08-19 07:21:18	2498	14.00435	0.30615	1280	mobile	11.99849
10.02025	10.05647	8.40429	58.12713	13.60595	10.77138	69.68047	545936	12.49070	0335646444766	55.98393	4.99601	600	12.29519	48.40366	218.38072	12.08566	0.00000	2023-06-16 06:31:13	900	8.66320	0.05892	lower	other	12.73424
10.06120	63.97508	7.60610	46.07052	10.01014	8.09040	19.31463	668705	8.29869	5489773621486	25.58668	8.48934	lower	9.69923	52.18984	174.93451	11.55115	1.00000	2019-09-08 03:52:49	1051	7.06158	0.00405	lower	chrome	14.13519
9.25309	40.44388	13.03251	38.12241	15.10255	13.29786	55.10594	37569	15.67776	1176409442693	54.74700	1.07890	768	10.27011	57.53627	124.28210	12.21626	0.00000	2020-05-22 00:27:16	2073	8.46828	0.74757	1024	edge	8.47752
9.06799	57.05729	12.49054	32.11495	13.22578	9.42090	43.95989	61189	6.68069	6017704881655	31.45865	2.90000	1080	9.49944	36.56171	117.21605	11.12927	0.00000	2020-12-07 10:38:27	1262	13.35106	0.01629	1280	opera	12.02359
11.92885	46.65097	6.68315	65.19602	9.57455	9.13003	47.29652	1479749	12.45093	1962869306534	65.80168	4.02193	lower	11.25713	44.88698	247.33715	11.50282	1.00000	2023-03-25 18:19:21	1992	9.06968	0.01261	1024	chrome	10.84320
10.51825	57.22925	8.47149	52.79836	13.25456	8.37125	68.90351	673387	11.51729	8420828114260	51.14201	5.58908	1080	10.30998	54.71282	297.70979	10.93867	0.00000	2021-01-24 08:17:08	1655	7.20778	0.00544	lower	safari	12.13176
12.52306	48.40248	11.19593	21.37122	9.87918	8.91406	68.24793	219269	10.64314	5138951863605	41.73475	7.92417	higher	9.70024	28.94991	90.95529	10.43300	1.00000	2023-02-01 05:03:01	1005	8.56811	0.01042	1366	edge	10.67348
9.61345	43.05633	13.45019	34.10321	11.97584	15.37533	59.25940	360745	15.87709	9403944418619	56.83810	6.08987	768	11.06401	81.14965	194.99271	10.15198	0.00000	2023-05-19 16:59:57	188	12.45784	5.96930	1280	firefox	6.31198
5.62921	22.46278	4.12867	61.41096	10.92431	8.37286	44.26256	1187206	10.30201	0979573689564	31.44246	11.06937	1024	10.59293	76.16092	58.92847	9.73217	0.00000	2021-11-01 19:42:36	391	11.06362	0.00541	1920	edge	8.61918
11.40255	44.31551	9.58827	46.51326	8.15255	8.76884	66.85238	261019	8.19031	6270297440122	39.75574	3.47596	lower	10.84739	64.01468	188.35693	13.12804	1.00000	2023-05-24 17:06:07	1198	11.55721	0.00850	1280	chrome	11.04625
13.08675	28.87736	15.78968	48.37091	3.48757	12.54846	14.34150	706295	4.65296	8644417360498	39.10790	4.34509	1024	11.42988	33.35215	179.13199	9.90717	1.00000	2020-01-04 18:28:52	2054	15.85315	0.35292	1920	firefox	11.59961
11.27037	57.66512	10.21492	27.60475	9.55307	12.36143	37.55992	605891	9.65175	0156793421765	51.74933	2.37528	768	11.28599	56.87265	84.94257	7.53778	1.00000	2020-06-15 03:52:34	2436	9.87636	0.29317	1366	firefox	14.75630
6.86638	40.44675	10.29971	46.63022	11.26404	10.86708	36.90011	760001	9.68822	8313352785979	36.55872	4.03543	1080	11.62351	36.32011	109.47452	9.54301	0.00000	2021-10-19 07:56:40	1478	7.53301	0.06601	1280	edge	11.21071
17.19839	14.80002	16.04916	60.36060	8.12964	12.06923	66.39668	474629	12.82858	8607572889501	70.48314	0.43017	1024	9.13228	78.04453	154.00466	12.89423	1.00000	2021-02-26 14:58:37	1245	11.61835	0.21898	1024	chrome	9.37361
9.52031	48.35836	12.02404	76.46043	9.97820	10.66663	29.21442	792930	6.09425	3776779936426	40.93866	1.42931	768	11.51433	48.48440	192.62473	11.17157	0.00000	2021-10-18 11:56:36	1721	16.33109	0.05435	1280	chrome	11.13969
13.69534	65.71775	13.84236	47.44159	8.45837	12.53562	40.15960	1428019	9.95789	0708240430471	40.35037	0.89591	1024	10.23805	23.86240	226.16498	9.15929	1.00000	2018-11-30 00:06:37	572	13.47116	0.34904	1280	edge	11.32943
14.53190	19.49884	13.68678	36.49621	11.55735	14.79109	77.88404	725634	14.36166	5561079913240	59.84165	0.36373	800	10.43322	48.34096	-30.82554	12.24844	1.00000	2022-05-24 14:46:21	1828	11.20384	3.32884	higher	chrome	12.50057
12.72780	55.71339	11.22778	32.90324	15.02181	15.47049	54.67402	1031376	15.71688	2246608897699	43.00839	4.10318	768	12.01533	71.17469	190.21069	10.09667	0.00000	2020-12-14 21:34:06	459	10.16321	6.56542	1280	safari	14.66209
12.91993	59.06754	9.42464	63.73497	9.43444	8.25005	37.67892	216556	9.32943	0027958663828	26.32802	4.20800	600	11.67982	43.40813	163.24665	10.35589	1.00000	2019-05-11 19:42:08	242	8.35713	0.00510	1024	edge	13.14156
14.55815	68.23058	13.88324	58.82350	8.01510	12.57346	38.69696	376344	10.93272	3205680467335	62.46748	3.42352	higher	11.40762	65.71267	155.65426	11.98421	1.00000	2021-09-10 04:06:30	1545	11.19140	0.36381	higher	edge	11.82231
12.27003	72.28540	9.87370	43.29380	9.24776	9.96929	64.65994	1049490	10.36727	3283359569948	31.13343	1.64142	600	10.87904	61.72856	176.03918	11.30965	1.00000	2020-02-08 14:52:24	1760	9.78630	0.02760	1280	chrome	11.94368
8.70865	30.37731	11.53198	34.78796	12.37436	10.38130	35.65390	1001616	8.14507	5864436060633	54.53199	1.26484	768	10.74557	52.90994	134.85582	11.51398	0.00000	2022-03-02 19:57:42	130	12.62653	0.04134	1920	chrome	11.41356
12.51690	52.28215	9.43673	58.75956	9.46167	8.80446	32.40260	196487	9.90710	8922726302935	45.72297	1.52866	lower	11.41068	59.11511	172.09968	11.96215	1.00000	2020-07-20 03:17:38	887	8.77966	0.00909	1920	edge	12.43002
8.14240	45.83905	13.43538	34.57134	12.98279	13.55028	62.69079	1077508	12.68706	4024619938543	41.99739	3.48071	768	9.96808	50.08687	117.65233	11.77550	0.00000	2023-05-02 00:51:17	853	12.27223	0.96241	1920	chrome	7.81842
9.60178	53.32694	13.09310	51.58630	11.38881		53.32003	701685	10.32618	9625378910341	51.48585	8.39006	768	12.31890	47.34157	123.93459	11.04885	0.00000	2019-10-03 19:57:26	2000	13.53028	0.35498	lower	edge	9.58070
7.93557	23.78307	13.46590	37.68982	12.62798	12.14191	58.53748	583910	9.47494	7481522929070	47.01276	7.70010	1080	9.75818	68.49761	200.57280	9.71357	0.00000	2020-10-05 03:53:58	2398	13.93798	0.23582	1366	chrome	9.01891
9.49204	68.40290	12.76654	65.04300	14.68590	11.25214	40.23595	407436	11.67397	9204563850077	48.74341	2.28649	1080	11.14738	29.42197	145.20837	8.97681	0.00000	2021-05-22 13:18:51	850	11.77504	0.09666	1280	other	9.64497
6.80546	39.07241	5.74178	59.76254	11.58515	7.33012	41.28522	6924	7.80527	4566818698458	37.16340	7.78194	600	9.35720	40.90445	98.44685	10.45856	0.00000	2023-05-18 15:08:16	2254	10.45305	0.00366	1366	chrome	11.40809
13.81870	32.68308	14.03269	35.72573	9.88135	13.74853	47.16752	627905	10.86599	4486821781667	81.49586	2.24257	768	9.60429	74.83584	179.22132	11.00801	1.00000	2020-06-30 00:49:09	787	13.56119	1.17396	800	firefox	12.49568
12.08131	42.29320	12.19878	38.43375	11.72243	14.89702	51.24811	445961	11.13315	0139990011793	60.59588	4.20463	768	9.70202	52.94690	150.38757	11.96216	1.00000	2023-02-10 04:14:46	1024	12.52345	3.70039	1280	mobile	15.13717
13.57137	28.86985	13.61718	46.71372	7.37893	11.51672	55.24829	563885	8.48211	2962802422399	66.32267	7.43858	lower	9.41644	65.42714	195.31494	11.44681	1.00000	2019-08-01 23:20:25	2246	13.11832	0.12588	1280	mobile	11.57171
6.59167	37.70397	9.23494	39.75638	10.13532	12.03796	63.34124	164052	9.73485	6026583100252	57.76525	3.67043	768	11.83470	37.58291	227.06563	9.75482	0.00000	2020-07-31 17:02:27	1462	9.48857	0.21258	lower	chrome	11.21214
7.77971	52.91830	11.46366	42.84100	12.63999	12.05721	34.88095	140650	10.86396	8439176109873	58.61207	1.41516	1024	10.40011	47.78160	39.64977	10.08563	0.00000	2020-05-09 04:14:46	1419	13.66092	0.21639	1280	chrome	8.57535
11.91915	46.03479	12.68983	56.52109	9.98627	14.13716	57.31400	16110	10.22495	9707979720908	37.87774	3.88454	1080	12.35920	19.06818	136.68908	10.36482	1.00000	2023-06-23 18:38:51	674	12.84647	1.73120	lower	chrome	13.51876
7.58438	54.84888	8.75462	39.77444	10.62233	10.10126	46.63629	856757	9.84634	9179931805457	56.22767	2.23816	600	12.06506	45.97903	284.56452	10.84106	0.00000	2019-05-11 08:28:51	544	8.50247	0.03119	lower	edge	10.91485
9.64219	53.79140	13.43976	50.98208	10.44324	15.58790	60.70276	386175	14.77065	7539194953937	25.23208	1.52955	800	11.01283	64.50570	197.85137	11.03534	0.00000	2021-01-21 18:41:49	2366	12.25782	7.38466	1366	chrome	7.12557
10.53637	39.70534	9.07015	56.31833	11.65850	7.64615	49.06012	1071015	11.66593	5254629628625	70.43345	1.48822	768	11.02655	45.07267	126.30807	12.04344	1.00000	2023-04-25 04:52:37	1232	6.11753	0.00223	1024	chrome	10.12127
12.69608	38.47597	9.17269	46.20673	8.47964	9.44368	84.75907	356809	9.62550	8087278656544	42.99896	3.80843	1024	11.63155	72.30327	97.78718	11.02765	1.00000	2022-10-20 15:03:13	1550	8.75898	0.01647	1920	chrome	13.26991
8.04225	59.76071	9.16526	66.68742	9.61068	8.99613	42.97085	100491	5.62982	4386497678011	40.37885	0.66013	1024	12.03233	35.38886	91.37705	10.35400	0.00000	2021-11-08 15:33:42	1381	10.03162	0.01093	1280	edge	13.78448
9.58765	30.80726	12.83920	34.95851	15.59667	9.12988	75.90969	1089880	8.75055	0208371777341	49.26417	0.74603	800	10.62987	56.76637	86.66078	10.08773	0.00000	2020-09-23 02:00:57	5	11.34850	0.01113	1280	chrome	11.91238
13.64879	41.46524	13.59283	45.44962	8.17504	12.09371	78.83193	307001	10.09979	9944120884366	54.29814	1.72438	800	9.30007	52.46471	105.11985	11.09981	1.00000	2019-01-09 14:55:55	404	12.46417	0.22494	1024	chrome	11.11725
7.49621	34.79545	10.62823	53.36602	12.60738	10.42169	61.49062	371497	7.96294	3354245364784	54.97521	7.54547	600	13.67029	68.30209	117.87568	9.68777	0.00000	2021-05-01 03:06:16	633	11.06355	0.04365	1024	chrome	12.28540
13.17422	59.77839	9.39116	21.05726	8.78202	9.09859	49.89693	380895	9.87308	0714118623364	44.48236	3.55265	600	10.38320	56.71393	93.09534	10.97393	1.00000	2019-03-02 05:41:17	245	9.97360	0.01186	800	chrome	12.33628
10.34900	37.36949	6.62077	50.61425	11.92514	7.53536	33.04005	1492837	9.58948	0454720375014	43.79246	3.88860	600	9.41003	52.86897	183.57306	9.63342	0.00000	2021-01-10 00:57:55	1429	9.98915	0.00303	1366	mobile	12.43980
5.74308	72.72318	6.04762	30.04727	15.58667	7.26995	50.00358	1074109	7.89090	1007714240707	40.63913	11.57188	800	9.81089	49.24171	252.45460	11.36886	0.00000	2022-02-07 03:53:10	1851	10.15277	0.00356	800	chrome	12.96111
12.70983	56.35824	12.58581	32.09977	10.99215	13.57880	55.10473	643344	11.61824	9801549351490	33.81082	3.18638	768	11.20499	55.41278	83.97148	9.76194	0.00000	2021-03-10 23:01:18	2101	12.20169	0.99026	1280	edge	12.86691
12.46576	71.61778	8.98213	33.69964	9.10759	8.91963	57.65449	1115279	10.28269	1345789315471	42.39780	4.19044	higher	12.10578	44.04099	163.05110	11.33698	1.00000	2021-01-02 15:33:23	1394	9.03505	0.01011	lower	edge	11.96729
13.67236	48.60202	10.31614	46.20878	9.93280	10.72069	50.84587	1107074	11.56551	9247598671651	46.26193	0.20062	600	10.30357	43.00748	175.04732	11.12140	1.00000	2019-04-27 17:11:13	2474	8.50124	0.05711	lower	firefox	13.43546
11.07213	61.88805	7.93647	33.24228	11.29752	7.98163	59.01390	455909	10.53623	9430492899034	47.49312	2.02136	600	11.52634	56.03515	193.36558	9.88140	0.00000	2022-04-13 06:08:25	1331	7.21437	0.00504	1920	edge	12.52491
7.79124	66.84216	13.14646	68.32563	11.83170	13.02167	53.52764	168601	10.54318	8537185281686	63.35210	4.03540	lower	10.61284	30.34149	146.13070	10.04538	0.00000	2022-12-20 20:49:39	1214	12.34127	0.56719	1366	other	9.09425
12.69067	45.04248	13.03143	38.44908	7.27127	12.11313	52.02824	1446868	8.60435	7404307466782	42.61569	4.46362	768	11.36560	54.39128	103.99707	11.31760	1.00000	2018-10-31 18:27:57	2160	12.42061	0.22791	1024	chrome	12.05555
11.88408	42.10775	7.84481	32.98824	13.64943	9.54152	57.55281	201539	14.26936	5461666099787	31.67518	14.76282	768	10.89072	57.23771	153.45458	10.22402	0.00000	2020-04-03 06:59:23	332	6.44326	0.01808	1920	edge	12.31936
14.96198	65.81477	13.97118	74.09861	9.41906	13.35494	69.31820	1145286	12.93690	5464762080468	33.41382	0.54606	higher	10.98120	56.52151	71.81478	9.43348	1.00000	2023-07-07 02:00:49	1295	10.81827	0.79197	1366	other	11.58724
11.38053	22.68324	10.60992	52.25241	9.98591	9.98723	48.44623	843299	12.79003	4308919352217	66.60828	5.63634	higher	13.46653	63.14420	111.15269	12.97639	1.00000	2020-01-06 23:32:30	659	9.12641	0.02823	800	safari	8.21786
9.42508	43.84249	11.74349	56.07602	12.38684	12.40513	64.24592	1455427	12.30333	7128219012072	65.42126	6.17604	768	10.75682	60.98297	121.53170	12.79280	0.00000	2021-06-01 02:48:59	2491	10.87969	0.30554	1024	edge	9.79254
13.53658	25.60086	13.21839	53.92853	8.41815	12.89348	34.98397	531790	11.20365	7167096620611	61.61624	3.53359	1080	12.22796	52.26948	141.50062	10.80220	1.00000	2021-06-18 23:55:06	1383	11.04163	0.49983	1024	firefox	11.74934
9.13586	38.03469	6.77426	62.75332	13.38208	7.85557	49.28512	31875	11.08753	0785834182671	35.83127	4.73422	higher	9.40080	38.54948	137.35113	9.64520	0.00000	2021-06-06 22:02:16	1132	8.63450	0.00328	1024	edge	11.34414
9.32064	57.25571	11.55741	37.06668	11.96232	9.69119	29.87044	1054533	8.55861	8178359464841	20.22416	2.88814	higher	12.73224	55.83339	188.98440	10.47662	0.00000	2023-07-11 19:13:24	2075	7.38124	0.01947	1366	mobile	13.24486
12.49058	49.73250	5.94204	39.35988	9.19552	8.76137	61.74943	798900	10.72363	7236092501726	34.38538	2.55158	800	10.69636	18.83462	105.48588	10.02055	1.00000	2021-08-09 09:02:40	179	8.79895	0.00784	1280	edge	13.68386
12.43596	53.56707	13.90525	62.92915	7.77399	12.95595	34.37912	1317264	8.25119	4187852633795	44.08443	4.76155	1024	10.52090	56.24536	36.02668	12.38527	1.00000	2023-04-27 09:50:18	2013	14.69909	0.53147	800	edge	11.72134
12.56807	39.41769	11.61883	54.34084	9.87977	9.68325	23.79279	127135	10.56742	7827585693952	56.24840	5.31770	1024	10.99931	49.46811	131.78455	11.33544	1.00000	2019-06-21 17:42:42	2277	9.17576	0.02028	1280	edge	11.08726
7.84511	35.19489	6.58242	73.61666	10.25475	5.92505	64.51857	1088120	5.01438	4041647247768	54.95249	2.53051	higher	10.39519	65.88627	196.15524	10.75994	0.00000	2022-10-21 19:17:02	1234	11.13245	0.00157	1366	chrome	12.48541
9.21257	22.55496	12.13951	62.61590	12.50065	15.55814	46.43612	421695	17.74788	6454818400363	56.35080	5.93490	600	9.86140	35.72758	186.58905	11.22023	0.00000	2020-04-09 12:54:14	1784	9.77681	7.16692	1280	edge	6.50745
8.93616	41.10089	13.50310	36.58105	12.16451	13.13521	52.82965	402669	11.53889	4091157210493	43.96694	3.57665	1080	12.07186	41.34646	160.61412	10.27518	0.00000	2019-11-11 04:05:43	1255	12.59632	0.63594	lower	edge	8.79678
8.60581	73.72724	15.41208	39.11179	11.04151	15.18637	52.35651	419053	12.31659	0454323514964	62.00409	3.43029	768	12.74591	41.63520	217.26131	11.12654	0.00000	2019-09-10 04:09:45	1430	13.32180	4.94210	1280	firefox	7.29400
11.57581	44.44214	11.73679	34.71782	9.23004	10.77040	49.28384	679171	8.74371	5953984788103	31.04477	5.34876	768	10.11500	39.10715	133.67137	11.89516	1.00000	2022-12-28 14:40:56	1102	13.61669	0.06014	1366	edge	10.86827
14.19916	39.00665	13.35334	53.38228	7.38033	10.63766	50.45997	94416	10.05873	6928874172835	67.90304	5.47532	1024	8.58378	43.48959	190.43644	11.31854	1.00000	2020-10-07 03:57:33	430	11.65235	0.05310	lower	edge	10.01248
10.81977	31.37699	10.36976	51.29939	10.87489	13.52546	65.12327	1025671	10.85654	7053944785260	35.52959	2.38247	1024	9.70510	33.31794	140.73086	10.15683	1.00000	2020-01-13 17:43:27	487	10.69916	0.93914	higher	safari	14.46965
8.50351	52.30801	11.24513	53.50509	10.58376	13.42430	30.06941	178322	11.97921	6549434069756	30.08852	0.14252	800	12.37325	44.57958	170.33018	10.95687	0.00000	2023-08-07 10:33:35	1465	12.43512	0.84792	1280	chrome	8.82685
10.47689	59.41880	9.51431	72.12119	9.61531	9.11169	28.94102	674758	10.69470	0214675761313	60.89704	0.60887	768	9.19420	72.48925	186.19183	9.67973	1.00000	2020-12-24 19:16:19	886	9.52350	0.01067	1920	firefox	9.45686
7.27069	39.48038	6.75772	45.99857	13.53255	7.23005	60.76332	809680	7.98327	0213827596438	61.61062	6.39490	1080	11.48262	54.19994	144.15273	9.80723	0.00000	2022-11-22 15:47:21	869	10.90868	0.00280	800	chrome	11.83127
13.57120	64.18860	13.29739	55.35793	10.68739	13.70664	51.46750	840172	10.90065	6404114746764	36.35743	1.64601	1080	10.28219	64.01723	65.35480	9.61848	1.00000	2020-03-02 16:57:15	1500	13.00167	1.12558	800	safari	13.59620
8.24259	51.68016	12.09384	58.87742	14.29331	8.68997	40.39044	355508	6.17322	2020301230423	55.89273	4.20730	higher	11.18573	86.25148	89.18795	9.43863	0.00000	2023-06-26 07:54:50	2230	14.07887	0.00864	lower	edge	11.67976
8.39762	58.74436	10.52378	46.47184	9.35032	12.53013	58.23049	915127	11.70448	6452364461258	46.24704	2.66664	768	11.28412	33.90688	186.51696	12.03557	0.00000	2018-09-27 11:42:47	1139	7.45346	0.34720	1366	mobile	10.49535
11.14781	56.43424	12.49198	37.78066	8.62366	12.58572	60.53133	1246487	6.97738	1814326622407	38.49134	4.12044	1080	9.48412	82.06860	140.81211	10.35972	1.00000	2019-10-20 14:18:53	1608	14.68809	0.36711	1366	edge	13.42978
12.27036	55.10291	11.98531	38.89852	9.74473	13.08185	50.84798	254027	10.24194	7865374926553	29.11178	6.66731	1024	11.47331	39.66761	251.26734	10.56328	1.00000	2023-07-03 03:00:26	1932	11.69484	0.60293	1280	firefox	13.55971
8.90158	44.24431	11.52869	38.99999	13.81594	11.27163	59.14508	611205	9.90356	1759822009720	52.97294	7.39317	600	10.78233	54.89015	154.54488	9.41043	0.00000	2021-09-07 07:23:51	606	8.55061	0.09843	800	chrome	13.61781
13.91585	18.90829	13.40428	55.80610	7.78129	10.70683	22.12944	1196836	8.58239	5340713480306	64.81131	2.25589	800	11.34680	66.62794	105.68194	11.51994	1.00000	2018-10-30 04:27:51	137	13.05188	0.05693	1366	chrome	11.26257
13.20252	50.79442	8.64011	50.49304	8.19259	9.86898	67.85008	283938	10.72123	9577535338591	57.49530	1.30120	768	11.35791	15.75266	246.88803	11.14673	1.00000	2023-04-05 11:00:22	205	9.33553	0.02513	1920	mobile	12.66635
8.62457	51.32587	9.34414	25.25139	13.68873	7.93899	45.38138	1160393	6.64130	2936868649922	47.05021	8.43178	higher	10.34503	52.87528	267.95340	12.66708	0.00000	2023-04-03 12:32:34	727	10.00308	0.00448	1366	chrome	14.43743
8.25986	39.66928	10.69730	35.80130	11.60408	9.16023	37.27196	580723	8.70714	1970981138858	47.28132	4.53373	800	12.50203	42.00844	69.43667	10.43090	0.00000	2021-04-20 05:31:28	999	6.82639	0.01179	1920	firefox	12.11315
13.95978	41.56218	8.42290	59.00210	9.47863	10.13600	30.87520	168734	13.52797	0628679759700	47.46725	3.38507	768	10.15886	55.26861	135.48211	8.72621	1.00000	2021-06-18 11:57:36	755	8.88725	0.03055	1280	edge	11.25630
12.38315	45.93921	13.27221	74.12826	7.23875	11.56152	50.83487	902092	7.26188	5409208758525	57.53796	7.29466	1024	9.28648	54.97029	167.72307	11.08313	1.00000	2020-10-11 13:26:18	1948	14.37634	0.13064	1280	edge	11.59549
13.21965	70.12264	12.74893	47.85910	9.61697	13.65844	28.00273	1017930	11.40831	4759768720281	34.64541	4.29516	800	11.13649	63.85561	109.78854	10.86722	1.00000	2021-01-15 13:45:01	565	11.25245	1.07176	lower	safari	13.17305
9.69928	73.10375	11.23825	59.99357	12.61362	12.41127	50.08589	1321395	12.91472	2019616325009	52.64744	2.45559	lower	9.85964	67.77835	46.69572	11.67634	1.00000	2021-06-19 10:43:17	85	12.73542	0.30804	1024	mobile	8.73300
7.49827	46.78116	8.90588	75.35143	14.00345	9.21754	67.84052	927139	9.11524	3124802578721	74.99907	6.80753	600	10.76041	43.57218	219.08509	11.17431	0.00000	2019-06-21 10:32:35	348	10.43013	0.01355	1280	chrome	11.91541
12.71472	31.90002	6.98389	44.00189	8.01721	9.73165	41.45939	1276092	9.99283	1337930781914	66.42085	4.33911	1024	10.79206	86.44852	237.31139	9.28319	1.00000	2019-01-04 18:23:15	2433	11.30729	0.02172	1280	chrome	13.02815
12.68747	39.89501	8.15075	45.45335	13.38896	7.31804	36.48322	883427	10.36738	2096229607845	48.63029	3.11691	800	12.78260	44.06272	141.02122	12.44359	0.00000	2019-08-17 21:31:09	366	9.55698	0.00229	1920	chrome	13.45587
12.75728	25.84005	13.02203	55.13316	8.43111	11.63350	47.01530	1075102	8.58064	8869652155764	11.46393	4.63149	768	10.16953	47.81605	244.06902	10.16962	1.00000	2022-02-09 04:31:32	1406	13.63115	0.14124	1366	firefox	11.70904
12.79141	46.94088	12.98716	51.00629	8.65691	11.88919	60.76194	573223	9.16908	7191228191045	40.01227	5.95846	800	10.85549	50.09470	128.33906	11.10688	1.00000	2023-03-12 09:11:05	646	13.47350	0.18440	lower	edge	11.53437
11.11220	29.67769	11.32275	59.24998	10.10111	13.34868	78.02604	122414	10.24501	2402147948258	53.15984	1.22829	768	9.59557	20.00351	122.55450	9.74566	1.00000	2021-07-17 22:53:40	852	12.09669	0.78683	1024	chrome	13.30825
12.79481	34.17683	9.21962	34.94309	10.60747	8.64613	50.65501	278946	11.99481	3178955279158	56.78604	2.80519	600	10.45027	47.01017	127.83998	11.48036	1.00000	2022-10-29 09:57:14	2351	8.01558	0.00797	higher	firefox	11.09803
10.98975	49.08900	8.75923	48.79370	9.68818	8.54274	41.67748	755329	9.01084	8568344121741	47.00993	3.25041	768	10.52673	60.94292	242.21545	11.68424	1.00000	2020-03-06 08:12:44	96	8.11173	0.00693	lower	firefox	12.92001
8.44812	46.69866	12.73361	54.18521	12.56107	13.38619	66.37428	1386734	12.63836	6077937614994	36.35285	5.61345	1024	12.30903	77.32482	228.77459	13.29291	0.00000	2018-12-08 00:09:47	657	13.32232	0.81682	1280	safari	7.61402
11.21165	51.82192	6.45697	51.74368	14.78056	7.43322	46.52806	1119843	11.77311	2238912339316	48.04216	1.70214	768	8.78213	48.60921	57.90736	11.32154	0.00000	2022-12-22 11:39:13	1148	9.48624	0.00181	1280	safari	12.60718
12.27547	42.84434	11.93738	21.47391	9.46670	11.69970	42.30168	165248	9.24980	2630102722128	51.67582	4.68088	768	8.98880	44.85046	133.90300	9.59080	1.00000	2021-03-10 05:41:41	809	12.28843	0.15070	1024	chrome	12.73271
9.39109	37.69573	9.98981	49.94227	12.62114	14.70601	66.94345	218300	18.21459	7630449536759	48.89574	4.75543	lower	10.66277	44.95755	195.20738	10.97150	0.00000	2021-03-03 13:33:01	2031	9.21102	3.05749	1280	edge	7.03673
12.90595	36.67223	12.92106	52.08094	5.77256	9.66999	60.71271	750217	6.83747	7252850054051	58.54299	6.17048	800	9.94067	85.17285	116.14765	11.98308	1.00000	2018-10-26 07:40:24	596	13.22133	0.02107	1280	edge	10.25944
14.44956	49.59643	13.77825	63.32975	9.47216	13.06260	57.11541	285651	11.93804	7003130179854	50.36075	3.11573	600	8.62070	39.78733	190.34344	12.49566	1.00000	2022-08-02 23:59:01	624	11.78986	0.59149	800	mobile	11.72576
10.15604	25.17765	10.01528	76.49819	9.84853	8.31868	62.41175	1018850	9.21300	1219609573702	49.16441	10.24211	800	10.32618	57.90940	146.17839	11.41728	1.00000	2022-04-29 17:06:55	343	7.93046	0.00609	1024	edge	10.86599
9.00723	42.76240	7.91588	50.44804	12.48038	9.39482	70.26579	1378634	10.54392	0283363988530	54.93881	1.77685	768	12.79139	43.63313	146.17475	9.60551	0.00000	2023-02-19 20:15:22	1026	7.80542	0.01572	1280	mobile	12.78825
10.09173	42.59309	7.76355	37.81680	11.33484	6.93165	35.57502	1182520	8.34208	9008690844608	33.28062	2.51974	800	9.26757	50.82742	177.87165	13.04489	0.00000	2023-07-21 12:27:15	2382	9.10518	0.00193	lower	edge	12.36673
10.77569	47.90989	11.18049	61.59254	10.10978	13.05971	65.15739	1257517	9.20709	9432220887740	59.71357	1.24605	768	11.32247	60.46197	135.88180	10.15947	1.00000	2020-07-04 17:07:40	1216	12.56445	0.58972	lower	opera	13.88295
10.16625	43.85449	10.97177	29.21246	10.20298	10.70042	44.25816	1200759	7.73878	2002566400858	50.20082	5.61343	1080	11.63094	55.18233	129.67941	9.52360	0.00000	2022-07-20 13:27:37	818	14.96211	0.05598	1280	chrome	11.30180
10.05493	44.70148	10.66749	38.41529	10.44683	12.48454	47.65867	211319	7.72782	7386948197822	67.52239	2.07652	768	11.19661	50.13202	231.15784	10.09387	1.00000	2023-07-23 19:22:25	1849	13.65761	0.33278	1366	edge	14.49808
9.42508	43.84249	11.74349	56.07602	12.38684	12.40513	64.24592	1455427	12.30333	7128219012072	65.42126	6.17604	768	10.75682	60.98297	121.53170	12.79280	0.00000	2021-06-01 02:48:59	2491	10.87969	0.30554	1024	edge	9.79254
